URL,District,Address,Tag,Area,Price
https://km.58.com/shangpu/41691134854657x.shtml,昆明市官渡区,昆明世纪城,临街 上水 下水 380V,150 ㎡,日租金 8.89元/㎡/天
https://km.58.com/shangpu/41734939765903x.shtml,昆明市官渡区,昆明世纪城,临街 可餐饮,115.95 ㎡,日租金 1.7元/㎡/天
https://km.58.com/shangpu/41640051056548x.shtml,昆明市官渡区,邦盛国际茶城,临街 380V 外摆区,240 ㎡,日租金 1.83元/㎡/天
https://km.58.com/shangpu/41650788579465x.shtml,昆明市官渡区,海伦国际,免租1个月 临街 可餐饮 可明火 上水,115 ㎡,日租金 4.35元/㎡/天
https://km.58.com/shangpu/41439288098467x.shtml,昆明市官渡区,广合苑,临街 上水 下水,280 ㎡,日租金 4.17元/㎡/天
https://km.58.com/shangpu/41637813593994x.shtml,昆明市官渡区,双桥路,免租1个月 临街 上水 下水,110 ㎡,日租金 6.06元/㎡/天
https://km.58.com/shangpu/41669408961425x.shtml,昆明市官渡区,世纪城,免租1个月 临街 可餐饮 可明火 上水,116 ㎡,日租金 1.72元/㎡/天
https://km.58.com/shangpu/41181810398608x.shtml,昆明市官渡区,8090服装店,临街 上水 下水,100 ㎡,日租金 1元/㎡/天
https://km.58.com/shangpu/41736770850207x.shtml,昆明市官渡区,织布营,临街 可餐饮 可明火 上水,250 ㎡,日租金 1.33元/㎡/天
https://km.58.com/shangpu/41612172891808x.shtml,昆明市官渡区,昆明陆海文化教育培训学校,免租1个月 临街 上水 下水,150 ㎡,日租金 1.33元/㎡/天
https://km.58.com/shangpu/41736251829889x.shtml,昆明市官渡区,普自农贸市场,免租1个月 临街,180 ㎡,日租金 0.56元/㎡/天
https://km.58.com/shangpu/41149329011203x.shtml,昆明市官渡区,峨山温泉大酒店,免租1个月 临街 上水 下水 380V,166 ㎡,日租金 4.42元/㎡/天
https://km.58.com/shangpu/41106783009558x.shtml,昆明市官渡区,高原明珠国际五金机电商城-2号门,上水 下水,200 ㎡,日租金 0.83元/㎡/天
https://km.58.com/shangpu/40666998386191x.shtml,昆明市官渡区,俊福花城-满福苑,免租1个月 临街 上水 下水,100 ㎡,日租金 1元/㎡/天
https://km.58.com/shangpu/41612619998356x.shtml,昆明市官渡区,凯旋利·车博汇,免租1个月 临街 可明火 上水 下水,240 ㎡,日租金 2.3元/㎡/天
https://km.58.com/shangpu/41128083716497x.shtml,昆明市官渡区,凯旋利·车博汇,免租1个月 临街 可明火 上水 下水,210 ㎡,日租金 2.8元/㎡/天
https://km.58.com/shangpu/41505960391560x.shtml,昆明市官渡区,绿洲花园-10栋,免租1个月 临街 上水 下水 外摆区,120 ㎡,日租金 3.33元/㎡/天
https://km.58.com/shangpu/41571766118279x.shtml,昆明市官渡区,云南省昆明市官渡区官南大道1119,临街 上水 下水 380V,230 ㎡,日租金 2元/㎡/天
https://km.58.com/shangpu/40775598566301x.shtml,昆明市官渡区,俊福花城聚福苑,免租3个月 临街 上水 下水 380V,225 ㎡,日租金 1.04元/㎡/天
https://km.58.com/shangpu/41729601486858x.shtml,昆明市官渡区,三叶饭店,免租1个月 临街 可餐饮 可明火 上水,300 ㎡,日租金 5.56元/㎡/天
https://km.58.com/shangpu/41393899038737x.shtml,昆明市官渡区,融城春晓-1栋,临街 可餐饮 上水 下水,120 ㎡,日租金 1.94元/㎡/天
https://km.58.com/shangpu/41683157785349x.shtml,昆明市官渡区,昆明世纪城,免租1个月 临街 可餐饮 可明火 上水,350 ㎡,日租金 2.19元/㎡/天
https://km.58.com/shangpu/41559027630367x.shtml,昆明市官渡区,新螺蛳湾,临街,134 ㎡,日租金 5.22元/㎡/天
https://km.58.com/shangpu/41151637726627x.shtml,昆明市官渡区,中国外运机电市场,免租1个月 临街 外摆区,200 ㎡,日租金 0.2元/㎡/天
https://km.58.com/shangpu/41062896441603x.shtml,昆明市官渡区,渔香园纸包鱼,临街 可餐饮 可明火 上水,100 ㎡,日租金 2元/㎡/天
https://km.58.com/shangpu/41505738121765x.shtml,昆明市官渡区,俊发·湾流海河畔三组团,临街 上水 下水,108 ㎡,日租金 1.54元/㎡/天
https://km.58.com/shangpu/41360630337814x.shtml,昆明市官渡区,新广丰食品城,免租1个月 临街 可餐饮 上水 下水,150 ㎡,日租金 0.02元/㎡/天
https://km.58.com/shangpu/41360573746597x.shtml,昆明市官渡区,骏信国际汽车汽配城二期(2期),免租1个月 临街 上水 下水,250 ㎡,日租金 0.01元/㎡/天
https://km.58.com/shangpu/39483276769291x.shtml,昆明市官渡区,牛街娱乐城,免租1个月 可餐饮 可明火 上水 下水,150 ㎡,日租金 1.33元/㎡/天
https://km.58.com/shangpu/41539070663827x.shtml,昆明市官渡区,海伦国际海德区-南门,免租1个月 临街 可餐饮 上水 下水,293 ㎡,日租金 2.6元/㎡/天
https://km.58.com/shangpu/41714084962209x.shtml,昆明市官渡区,新广丰B区,临街 上水 下水 外摆区,300 ㎡,日租金 0.78元/㎡/天
https://km.58.com/shangpu/41713737101190x.shtml,昆明市官渡区,新嘉源茶酒批发市场,临街 上水 下水,150 ㎡,日租金 2.78元/㎡/天
https://km.58.com/shangpu/41713306266640x.shtml,昆明市官渡区,吴井理想海鲜综合市场,免租1个月 临街 可餐饮 380V,200 ㎡,日租金 1元/㎡/天
https://km.58.com/shangpu/41446719952408x.shtml,昆明市官渡区,万科魅力之城,免租1个月 临街 下水 外摆区,199.09 ㎡,日租金 2.28元/㎡/天
https://km.58.com/shangpu/41359759560325x.shtml,昆明市官渡区,锦苑花园,临街 可餐饮,134 ㎡,日租金 2.74元/㎡/天
https://km.58.com/shangpu/41723978534943x.shtml,昆明市官渡区,世纪城,临街 上水 下水 380V,150 ㎡,日租金 9.56元/㎡/天
https://km.58.com/shangpu/40861073655841x.shtml,昆明市官渡区,银海.清溪渡,免租1个月 临街 上水 下水,120 ㎡,日租金 0.05元/㎡/天
https://km.58.com/shangpu/40860989918737x.shtml,昆明市官渡区,银海清溪渡购物公园,免租1个月 临街 上水 下水 380V,107 ㎡,日租金 5.61元/㎡/天
https://km.58.com/shangpu/41284291674785x.shtml,昆明市官渡区,新广丰食品批发市场-1号门,临街 上水 下水,132 ㎡,日租金 1.33元/㎡/天
https://km.58.com/shangpu/41592432751515x.shtml,昆明市官渡区,交通银行24小时自助银行服务(银海国贸花园),免租2个月 临街 可明火 上水 下水,152 ㎡,日租金 3.29元/㎡/天
https://km.58.com/shangpu/41705320946206x.shtml,昆明市官渡区,邦盛国际茶城,临街 可餐饮 可明火 上水,200 ㎡,日租金 0.17元/㎡/天
https://km.58.com/shangpu/41704485222031x.shtml,昆明市官渡区,双桥路252号,临街 上水 下水,110 ㎡,日租金 6.06元/㎡/天
https://km.58.com/shangpu/41328784930710x.shtml,昆明市官渡区,万科魅力之城五期,免租1个月 临街 可餐饮 上水 下水,152.56 ㎡,日租金 1.86元/㎡/天
https://km.58.com/shangpu/41513183450134x.shtml,昆明市官渡区,万科魅力之城,免租1个月 临街 上水 下水 外摆区,216 ㎡,日租金 2.16元/㎡/天
https://km.58.com/shangpu/39624270211101x.shtml,昆明市官渡区,万景园,免租1个月 临街,150 ㎡,日租金 0.67元/㎡/天
https://km.58.com/shangpu/41448512060417x.shtml,昆明市官渡区,官渡古镇,临街,338.23 ㎡,日租金 2.96元/㎡/天
https://km.58.com/shangpu/41696108652574x.shtml,昆明市官渡区,董家湾路74号,临街 可明火 上水 下水,100 ㎡,日租金 2.5元/㎡/天
https://km.58.com/shangpu/41694241339540x.shtml,昆明市官渡区,融创澜玥台,免租1个月 临街 下水,140 ㎡,日租金 2.86元/㎡/天
https://km.58.com/shangpu/41682944672029x.shtml,昆明市官渡区,织布营,临街 可餐饮 上水 下水,248 ㎡,日租金 1.34元/㎡/天
https://km.58.com/shangpu/41469516679559x.shtml,昆明市官渡区,昆明海伦国际,免租1个月 临街 上水 下水 外摆区,110 ㎡,日租金 2.73元/㎡/天
https://km.58.com/shangpu/41460871776027x.shtml,昆明市官渡区,大板桥镇,临街 上水 下水 外摆区,100 ㎡,日租金 1.4元/㎡/天
https://km.58.com/shangpu/41594830167562x.shtml,昆明市官渡区,俊福花城,临街 可明火 上水 下水,128.25 ㎡,日租金 2.34元/㎡/天
https://km.58.com/shangpu/41626374110502x.shtml,昆明市官渡区,官山综合楼,临街 上水 下水,280 ㎡,日租金 0.54元/㎡/天
https://km.58.com/shangpu/41685666671766x.shtml,昆明市官渡区,大麻苴,可明火 上水 下水 外摆区,135 ㎡,日租金 0.62元/㎡/天
https://km.58.com/shangpu/40534015389348x.shtml,昆明市官渡区,云南省农村信用合作社(羊桃箐村),,280 ㎡,日租金 0.52元/㎡/天
https://km.58.com/shangpu/41684575996067x.shtml,昆明市官渡区,万豪商务酒店,临街,100 ㎡,日租金 2.33元/㎡/天
https://km.58.com/shangpu/41683263068673x.shtml,昆明市官渡区,俊福花城-满福苑,临街,131 ㎡,日租金 1.27元/㎡/天
https://km.58.com/shangpu/40752573308811x.shtml,昆明市官渡区,中国石油(东力加油站),临街 上水 下水,130 ㎡,日租金 1.41元/㎡/天
https://km.58.com/shangpu/41670456164373x.shtml,昆明市官渡区,北京路/环城南路(路口),临街 外摆区,100 ㎡,日租金 5元/㎡/天
https://km.58.com/shangpu/41669966427168x.shtml,昆明市官渡区,牛奶+面包,临街 可餐饮 可明火 上水,118.4 ㎡,日租金 10元/㎡/天
https://km.58.com/shangpu/41669744036229x.shtml,昆明市官渡区,云南省昆明市滇中新区大板桥街道长坡村,临街 可餐饮 可明火 下水,110 ㎡,日租金 0.45元/㎡/天
https://km.58.com/shangpu/41538007667219x.shtml,昆明市官渡区,俊发湾流海四组团,临街 上水 下水,184 ㎡,日租金 1.81元/㎡/天
https://km.58.com/shangpu/41658372843042x.shtml,昆明市官渡区,岚春苑-1号门,上水 下水,140 ㎡,日租金 1.5元/㎡/天
https://km.58.com/shangpu/41656587279114x.shtml,昆明市官渡区,新亚洲体育城,临街 可餐饮 下水 外摆区,270 ㎡,日租金 188元/㎡/天
https://km.58.com/shangpu/41208162656537x.shtml,昆明市官渡区,珥季路,临街 可餐饮 可明火 上水,117 ㎡,日租金 1.71元/㎡/天
https://km.58.com/shangpu/41649109819657x.shtml,昆明市官渡区,老北京自助火锅,免租1个月 临街 可餐饮 可明火 上水,320 ㎡,日租金 1.46元/㎡/天
https://km.58.com/shangpu/41647826798866x.shtml,昆明市官渡区,云南旗骏汽车服务广场,临街 外摆区,150 ㎡,日租金 2.89元/㎡/天
https://km.58.com/shangpu/41628253679649x.shtml,昆明市官渡区,昆明康乐茶文化城,临街,200 ㎡,日租金 1.17元/㎡/天
https://km.58.com/shangpu/41640910365323x.shtml,昆明市官渡区,实力山语间,临街,128 ㎡,日租金 2.93元/㎡/天
https://km.58.com/shangpu/41638484267786x.shtml,昆明市官渡区,高庙商业步行街,免租3个月 临街 可餐饮,200 ㎡,日租金 0.17元/㎡/天
https://km.58.com/shangpu/41638463320606x.shtml,昆明市官渡区,金源大道,临街,150 ㎡,日租金 11.11元/㎡/天
https://km.58.com/shangpu/41104911461129x.shtml,昆明市官渡区,长水航城茉莉苑,临街 可餐饮 可明火 上水,195.75 ㎡,日租金 1.87元/㎡/天
https://km.58.com/shangpu/41634451136515x.shtml,昆明市官渡区,普照温泉酒店,临街 可餐饮 可明火 上水,400 ㎡,日租金 2.08元/㎡/天
https://km.58.com/shangpu/40739140519328x.shtml,昆明市官渡区,昆明市官渡区中华小学海伦国际学校,临街 外摆区,300 ㎡,日租金 2.3元/㎡/天
https://km.58.com/shangpu/41627414956322x.shtml,昆明市官渡区,水晶堡,可明火,130 ㎡,日租金 0.64元/㎡/天
https://km.58.com/shangpu/41618215932555x.shtml,昆明市官渡区,昆船公园,临街 可餐饮 上水 下水,210 ㎡,日租金 2.38元/㎡/天
https://km.58.com/shangpu/41618505468315x.shtml,昆明市官渡区,海伦国际泰晤士区,临街 可明火 上水 下水,200 ㎡,日租金 0.01元/㎡/天
https://km.58.com/shangpu/41618098413729x.shtml,昆明市官渡区,云南联贸大厦-裙楼,免租1个月 上水 下水,200 ㎡,日租金 1.67元/㎡/天
https://km.58.com/shangpu/41493160253443x.shtml,昆明市官渡区,俊发湾流海四组团,免租1个月 临街,153 ㎡,日租金 21.79元/㎡/天
https://km.58.com/shangpu/41614635917476x.shtml,昆明市官渡区,大学城商业街,临街 外摆区,150 ㎡,日租金 3.7元/㎡/天
https://km.58.com/shangpu/41293391173506x.shtml,昆明市官渡区,云南省昆明市官渡区宝象河东路,,100 ㎡,日租金 0.78元/㎡/天
https://km.58.com/shangpu/41614095339041x.shtml,昆明市官渡区,中林建材城(昌宏路店),,144 ㎡,日租金 1.16元/㎡/天
https://km.58.com/shangpu/41612573869085x.shtml,昆明市官渡区,南城坊-3幢,临街,200 ㎡,日租金 1.67元/㎡/天
https://km.58.com/shangpu/41606447858592x.shtml,昆明市官渡区,汇和·紫光园-1栋,免租1个月 临街 上水 下水,130 ㎡,日租金 1.79元/㎡/天
https://km.58.com/shangpu/41605223936019x.shtml,昆明市官渡区,东信中心城,免租4个月 临街 可餐饮 上水 下水,120 ㎡,日租金 0.22元/㎡/天
https://km.58.com/shangpu/40221612245135x.shtml,昆明市官渡区,昆明吴井理想海鲜综合市场-西南门,临街 可餐饮 可明火 上水,280 ㎡,日租金 2.17元/㎡/天
https://km.58.com/shangpu/41604858105493x.shtml,昆明市官渡区,小麻苴世豪香颂时光,临街 可餐饮 可明火 上水,220 ㎡,日租金 1.21元/㎡/天
https://km.58.com/shangpu/41604451039247x.shtml,昆明市官渡区,昆明世纪城,临街 上水 下水,268 ㎡,日租金 1.59元/㎡/天
https://km.58.com/shangpu/40144041670154x.shtml,昆明市官渡区,上海沙龙-一期,免租1个月 临街 可餐饮 下水,314 ㎡,日租金 3.18元/㎡/天
https://km.58.com/shangpu/41603969491725x.shtml,昆明市官渡区,万科魅力之城-1期,临街 上水 下水,170 ㎡,日租金 2.45元/㎡/天
https://km.58.com/shangpu/41602441419781x.shtml,昆明市官渡区,中林建材城B区-1幢,免租1个月 临街,200 ㎡,日租金 3.33元/㎡/天
https://km.58.com/shangpu/40753602045193x.shtml,昆明市官渡区,东聚小车汽配城,免租1个月 临街 上水 下水 380V,300 ㎡,日租金 0.56元/㎡/天
https://km.58.com/shangpu/41271253257874x.shtml,昆明市官渡区,五官经络养生,外摆区,100 ㎡,日租金 0.4元/㎡/天
https://km.58.com/shangpu/41204141920135x.shtml,昆明市官渡区,彼岸小区-二期,临街 上水 下水,276 ㎡,日租金 0.72元/㎡/天
https://km.58.com/shangpu/41594448536731x.shtml,昆明市官渡区,云南省昆明市官渡区云大西路21-23号,临街 上水 下水,254 ㎡,日租金 2.49元/㎡/天
https://km.58.com/shangpu/41491529147294x.shtml,昆明市官渡区,思兰雅苑-A区,临街 外摆区,106 ㎡,日租金 2.83元/㎡/天
https://km.58.com/shangpu/41536083651998x.shtml,昆明市官渡区,世纪浩鸿商业广场-2栋,,100 ㎡,日租金 2元/㎡/天
https://km.58.com/shangpu/41590522825372x.shtml,昆明市官渡区,同兴工业市场,免租1个月 临街 可餐饮,195 ㎡,日租金 0.34元/㎡/天
https://km.58.com/shangpu/40606531542409x.shtml,昆明市官渡区,碧水蓝天,临街 可餐饮 上水 下水,220 ㎡,日租金 1.14元/㎡/天
https://km.58.com/shangpu/41585438444056x.shtml,昆明市官渡区,官渡古镇,临街 外摆区,128 ㎡,日租金 1.3元/㎡/天
https://km.58.com/shangpu/41316788992152x.shtml,昆明市官渡区,俊发新螺蛳湾商贸城精品三区-25栋,临街 可餐饮 可明火 上水,300 ㎡,日租金 0.44元/㎡/天
https://km.58.com/shangpu/41571882656544x.shtml,昆明市官渡区,黎明路/董家湾路(路口),临街 可餐饮 可明火 上水,200 ㎡,日租金 1.17元/㎡/天
https://km.58.com/shangpu/41569737526047x.shtml,昆明市官渡区,雨龙路,临街 可餐饮,395 ㎡,日租金 2.11元/㎡/天
https://km.58.com/shangpu/41568663637910x.shtml,昆明市官渡区,昆明市官渡区永胜星光幼儿园,临街 可餐饮,180 ㎡,日租金 1元/㎡/天
https://km.58.com/shangpu/41563295511320x.shtml,昆明市官渡区,高原明珠国际五金机电商城-1号门,上水 下水,150 ㎡,日租金 2.22元/㎡/天
https://km.58.com/shangpu/41562454317701x.shtml,昆明市官渡区,万科魅力之城-1期,临街 可餐饮 可明火 上水,120 ㎡,日租金 4.06元/㎡/天
https://km.58.com/shangpu/41104911461129x.shtml,昆明市官渡区,长水航城茉莉苑,临街 可餐饮 可明火 上水,195.75 ㎡,日租金 1.87元/㎡/天
https://km.58.com/shangpu/41634451136515x.shtml,昆明市官渡区,普照温泉酒店,临街 可餐饮 可明火 上水,400 ㎡,日租金 2.08元/㎡/天
https://km.58.com/shangpu/40739140519328x.shtml,昆明市官渡区,昆明市官渡区中华小学海伦国际学校,临街 外摆区,300 ㎡,日租金 2.3元/㎡/天
https://km.58.com/shangpu/41627414956322x.shtml,昆明市官渡区,水晶堡,可明火,130 ㎡,日租金 0.64元/㎡/天
https://km.58.com/shangpu/41618215932555x.shtml,昆明市官渡区,昆船公园,临街 可餐饮 上水 下水,210 ㎡,日租金 2.38元/㎡/天
https://km.58.com/shangpu/41618505468315x.shtml,昆明市官渡区,海伦国际泰晤士区,临街 可明火 上水 下水,200 ㎡,日租金 0.01元/㎡/天
https://km.58.com/shangpu/41618098413729x.shtml,昆明市官渡区,云南联贸大厦-裙楼,免租1个月 上水 下水,200 ㎡,日租金 1.67元/㎡/天
https://km.58.com/shangpu/41493160253443x.shtml,昆明市官渡区,俊发湾流海四组团,免租1个月 临街,153 ㎡,日租金 21.79元/㎡/天
https://km.58.com/shangpu/41614635917476x.shtml,昆明市官渡区,大学城商业街,临街 外摆区,150 ㎡,日租金 3.7元/㎡/天
https://km.58.com/shangpu/41293391173506x.shtml,昆明市官渡区,云南省昆明市官渡区宝象河东路,,100 ㎡,日租金 0.78元/㎡/天
https://km.58.com/shangpu/41614095339041x.shtml,昆明市官渡区,中林建材城(昌宏路店),,144 ㎡,日租金 1.16元/㎡/天
https://km.58.com/shangpu/41612573869085x.shtml,昆明市官渡区,南城坊-3幢,临街,200 ㎡,日租金 1.67元/㎡/天
https://km.58.com/shangpu/41606447858592x.shtml,昆明市官渡区,汇和·紫光园-1栋,免租1个月 临街 上水 下水,130 ㎡,日租金 1.79元/㎡/天
https://km.58.com/shangpu/41605223936019x.shtml,昆明市官渡区,东信中心城,免租4个月 临街 可餐饮 上水 下水,120 ㎡,日租金 0.22元/㎡/天
https://km.58.com/shangpu/40221612245135x.shtml,昆明市官渡区,昆明吴井理想海鲜综合市场-西南门,临街 可餐饮 可明火 上水,280 ㎡,日租金 2.17元/㎡/天
https://km.58.com/shangpu/41604858105493x.shtml,昆明市官渡区,小麻苴世豪香颂时光,临街 可餐饮 可明火 上水,220 ㎡,日租金 1.21元/㎡/天
https://km.58.com/shangpu/41604451039247x.shtml,昆明市官渡区,昆明世纪城,临街 上水 下水,268 ㎡,日租金 1.59元/㎡/天
https://km.58.com/shangpu/40144041670154x.shtml,昆明市官渡区,上海沙龙-一期,免租1个月 临街 可餐饮 下水,314 ㎡,日租金 3.18元/㎡/天
https://km.58.com/shangpu/41603969491725x.shtml,昆明市官渡区,万科魅力之城-1期,临街 上水 下水,170 ㎡,日租金 2.45元/㎡/天
https://km.58.com/shangpu/41602441419781x.shtml,昆明市官渡区,中林建材城B区-1幢,免租1个月 临街,200 ㎡,日租金 3.33元/㎡/天
https://km.58.com/shangpu/40753602045193x.shtml,昆明市官渡区,东聚小车汽配城,免租1个月 临街 上水 下水 380V,300 ㎡,日租金 0.56元/㎡/天
https://km.58.com/shangpu/41271253257874x.shtml,昆明市官渡区,五官经络养生,外摆区,100 ㎡,日租金 0.4元/㎡/天
https://km.58.com/shangpu/41204141920135x.shtml,昆明市官渡区,彼岸小区-二期,临街 上水 下水,276 ㎡,日租金 0.72元/㎡/天
https://km.58.com/shangpu/41594448536731x.shtml,昆明市官渡区,云南省昆明市官渡区云大西路21-23号,临街 上水 下水,254 ㎡,日租金 2.49元/㎡/天
https://km.58.com/shangpu/41491529147294x.shtml,昆明市官渡区,思兰雅苑-A区,临街 外摆区,106 ㎡,日租金 2.83元/㎡/天
